Time,Name/Nickname,Gender,Age,Maximum rating in Dota,Current Dota rating,Number of Hours ingame (atleast approximate),How many games do you play per week on average?,My mood worsens if I don't play Dota 2 for a long time,I spend almost all my free time on Dota 2,I often play more than I need to because I can't stop (register a new game),"When I play Dota, I'm completely focused on it (I don't play ""for fun"")",Every week/month I spend more time in Dota than before,"I often regist the next game despite discomfort (I can play hungry, sleepy, not feeling well, etc.)",I don't tell family/friends about the number of hours I spend in Dota,Dota lets me forget about stress and life problems irl,"Due to the number of hours spent in the game, I study / work / perform other tasks worse",Every game in DotA I play to win.,"I often play DotA pho fan - I'm interested in the process of the game itself (I try different builds, new heroes, bundles, etc.)","If my teammates frankly ruin the game, I can ruin them in response",I can pour out of the game / get into the amulet if something goes wrong,I have a specific goal - to upgrade the birds (for example: get 6k mmr or a medal of the lord / devine / titan),I play dota to win,"In DotA, too much depends not on me and my game","If I lose, then this is most often due to the bad game of teammates","If I had a strong team in every game, I would almost never lose",My possible pts is much bigger than my actual one,I have been sitting on the same rating for a long time without any visible progress,I often lose my desire to play when my teammates play badly,"MMR is just a number, it does not show the player's real skill","Write down the three heroes that you have played the most games on, the number and win rate on these heroes (for example: Pudge, 152 games, 56%):"
2021/11/10 7:57:58 PM GMT+3,Sonicegorsan,?,17,3850,3850,"6520,5",1-5 ??? (?? ???????? ????? ???? ?????),4,2,4,3,1,1,3,4,5,3,3,1,1,1,4,5,1,5,1,5,5,2,"    ?????? 493 71,2% (????? ??????? ?? ??????,???? ?? ??????? ???????,???????????? ?????,?? ??????? ? ??? ???????? ??????? ?? ????????? ????,??? ?? ???? ???-?? ???????/? ?? 10 ????? ????,??? ?? ????? ?????? ????? ??? ?????? ????,??? ? ?? ????? ?? ?????? ??????:????? ??????????? ???????,????????? ???? ???? ????? (?? ?????? ?????? ?????,????? ?? ????? ?????? ?? ?????),????? ???? ? ???? ? ????? ?? ????? ? ?????? ????????,?????????? ? ????? ???????? ????? ?????? ????,??? ? 2015 ????,????? ??? ???? 11 ???-??,? ????? ????? ????????,???? ??? ?? ?????? ????????,?? ?????? ???? ?????? ???????? ??? ?? ???????? ???????? ?? ???? ?? ???? ?????,?????????? ???????? 3 ????:?????????? ??? ??????? ?????, ""??? ????"",""??? ???"",""????? ?? ????? ???"" (?? ?????? ??????? ?? ?????, ? ? ??????? ?????? ?? ?? ????),????? ?????????? ????: ""???????"",""? ??????? ? ????? ????????"",? ?????????????? ?????? ""?????????,??? ? ???????"",""????? ? ??????? ????"",? ??? ?? ???? ?????????? ??????????? ??? ????? ???????,? ??????? ????? ?? ?????? ????,??? ????????? ?????? ???????? ???? ????,??? ?????? ??? ??. ?????? ????? ?? ?????????,??????? ????? ????????,??? ?? ?????? ?????, ?????? ???? ????? ? ????? ???????,??? ??????????? ? ??? 1 ( ? ???????) ???????? ?? Radical Highway,???? ??????? ???? ?? ????,???????? ???????????? ?????? ??? ?????? ?????,???? ????????? ? ? ??? ??????? ??????,?? ???? ????????? ??????? ?????????? ?????? ? ??? ?????,??? ??????,???? ?????? ??? ?? ????,???? ???????? ???????????? ????????????,(???? ?? ??? ??? ?? ??? ???????????,????? ? ?? ???,????? ???? ?? ? ???? 10 ?????? ? ????? ?????))..
    ??? ??? ??-?? ????,??? ????? ?????? ????????? ?? ???, ??????? ?????? ????? ?????? ??????? ?? ??? ?????? ?? ???????,??? ?????? ????? ?????? ? ????????? ??????? ??????? ????? ? ????????,?????? ?? ????? ? ???????? ????????,? ??????? ?????? ?? ?????????,?????? ???: Outworld Devourer, Winter Wyvern ??? Wisp,??? ?? ? ??? ????.
Crystal Maiden 180 54%, ( ?? ???? ??? ??? ?????,?????????????? ?????,??? ?? ????????,?? ??? ?????,??? ???,???? ???? ?? ??? 3 ?????? ?? ???????,? ???? ?? ???????,?? ? ???? ?? ????????,? ?? ???? ?? ? ???? ? ????? ???????? ???????? ?????,? ? ???? ????? ?? ?????,???? ???????? ??? ???????? ??????????????, ? ????? ?????????? ??????????????? ?? ?????????,??? ????? ????? - ?????, ???? ???? - ????,? ????????? ???? ????,? ?? ? ?????? ???????????? ??? ????? ???,? ??? ?? ????????????? ????????,???? ? ???????).
   ???? 102 ???? 67%, ????? ????? ?? ???????,???? ??? ?????? ???? ????? ??? ? ??? ?????.
   ???? 88 ??? 53%,??? ?????? ?????? ?? ??? ? 2015.

? ??? ????????,?????? ??? ?? ??? ??????,?????? ????? ?? ?????????????? ?????,????? ?? ?? ????,??? ???? ?????? ???? ?? ???????,? ??????? ???????? ???????????? ?? ??????? 50%,???? ??? ?????? ??????? ?????? ?? ????????? ??? ???????? ???????????? ?? ????????? ?????? ?????? ???? ??????,???????? ???? ??????? OD  ? ??????? ?? ???? ? ??? ????? ?????? (???? ?????? ???? ?????? ?? ???? ??? ? ??????,?????? ???????), ? ????? ???????? ??,??? ??????? ????? ??????? ??? ?? ???????.

??????? ??? ? ??? ??? ??????????,?????????,???????? ??? ??????? ????? ?? ????????,?? ???? ??????? ?????????? ????,? ?? ???? ????????... ?? ?????,???? ?? ?? 1000 ???????,??? ???-?? ?????????,? ???? ???? ?????????,???????? ?????? ??? ?? ???? ?????. Sry ?? ???? ????."
2021/11/10 8:01:04 PM GMT+3,?????? ?????,?,14,320,220,700,20-30 ??? (?????? ???? ?? ????????? ???),2,2,5,3,5,4,5,4,5,2,3,1,1,2,3,1,2,5,3,5,5,1,"???? ,129 ??? , 51,9% 
???? 31 ????, 52%
?? 32 ????, 49%
"
2021/11/10 8:01:08 PM GMT+3,thr0ugh the storm,?,18,3500,-,4191,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,4,4,3,1,5,5,5,5,1,3,1,5,5,5,5,5,5,2,4,1,"???????, ??, ??????????"
2021/11/10 8:03:35 PM GMT+3,f?r?ndr,?,15,240,10,+-450,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,2,3,1,1,3,1,2,5,5,1,1,4,5,2,2,4,1,5,2,2,"?? +- 20(+-40%), ?????? +- 19(+-50), ? ????? +- 10 (10%) ????????) "
2021/11/10 8:03:59 PM GMT+3,lace,?,18,1300,1300,1500,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,2,2,2,2,1,3,1,5,2,4,4,5,4,3,4,3,4,3,4,4,5,?? ?????
2021/11/10 8:20:27 PM GMT+3,Ahri322,?,20,3560,3235,1200,20-30 ??? (?????? ???? ?? ????????? ???),2,5,5,5,1,5,5,5,2,5,1,1,1,5,5,1,5,5,5,1,5,3,? 
2021/11/10 8:21:32 PM GMT+3,bebe,?,23,620,600,115 - 120 ,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,3,5,3,2,1,2,1,4,2,1,1,3,4,1,2,2,1,1,1,2,"?????, 37 ???, 54.05%
????, 29 ???, 48.28%
??, 18 ???, 44.44% (??? ??? ???????? ??????? ??????, ??? ???? ??? ?????, ?? ?? ??? ? ???? ??????? ?????? ???)"
2021/11/10 8:34:02 PM GMT+3,????????,?,16,1500,1?,2,1-5 ??? (?? ???????? ????? ???? ?????),5,5,3,4,5,5,5,5,5,3,4,1,3,3,4,2,1,3,1,5,1,3,"????, 110 ???, 51% ; ????? ????,  49,98 %, 70 ???; ????, 100 ???  53% "
2021/11/10 8:34:39 PM GMT+3,Garad,?,31,3400,2000,9000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,2,2,3,1,1,4,4,2,4,3,1,1,1,4,2,2,4,4,4,2,4,"1) ???? ???? 224??? 49,55% 2) ?? 115??? 49,57 3)?????? 110??? 55,45%. ????? ????? ?????? ? ?????, ??? ? ?????????? ?? ????. ??????? ? ????? ???????, ???? ????? ???????? ???????? ???? ? ?????? ???????? ????????????."
2021/11/10 8:38:15 PM GMT+3,straif,?,14,960,960,450,20-30 ??? (?????? ???? ?? ????????? ???),3,2,3,3,2,1,1,2,3,3,2,3,3,2,3,4,2,4,4,1,5,4,"?????, ????, ????"
2021/11/10 8:41:18 PM GMT+3,deSempai,?,16,2500,2150,2100,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,2,5,3,1,5,4,3,5,1,1,1,5,5,3,3,4,4,5,3,4,"???????, 343 ????, 53,6% ???
??????, 154 ????, 54,9% ???
?????, 137 ???, 49,8;% ??? "
2021/11/10 8:46:52 PM GMT+3,charlie ,?,17,3000,2000,1000+,1-5 ??? (?? ???????? ????? ???? ?????),2,2,3,5,2,5,4,4,4,4,2,1,1,4,4,2,2,5,5,2,3,2,?????? 50 ??? 70%??????? ????? ?????????????? 50 ??? 60%??????? ?? 60 ??? ?????????????? 65%??????? 
2021/11/10 8:49:34 PM GMT+3,Sorasonars,?,20,3200,2900,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,5,4,1,4,5,5,1,5,2,1,1,1,5,1,3,2,3,5,1,5,"????? - 260 ???,60 ; ??????? - 120 ???, 45 ; ???? - 230 ???,62"
2021/11/10 8:54:15 PM GMT+3,Nemo,?,20,-,-,1400,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,1,2,1,1,3,5,2,2,5,1,1,1,4,3,1,2,1,5,2,2,"Lion, ~150 ???, 48%
Zeus, ~140 ???, 49%
Naga Siren, ~130 ???, 53%"
2021/11/10 8:54:57 PM GMT+3,sairenji0108,?,21,1490,1450,1460,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,4,1,2,1,2,2,4,4,2,1,2,3,4,3,3,1,4,2,4,"????, 87 ???, 58.6%. ????? 71 ????, 63.4%. ?????? 57 ???, 59.6"
2021/11/10 8:59:11 PM GMT+3,Tykk1ska,?,15,3500,3500,2400,?????? 30 ??? (?? ????? ???????? ?????? ????),2,4,1,3,1,3,5,5,3,4,2,3,3,5,5,1,5,5,3,2,3,5,"??????,247 ????, 63%.????,189 ????,54%,Tinker 298 ????,63%"
2021/11/10 9:01:30 PM GMT+3,govnoed,?,77,710,650,700,20-30 ??? (?????? ???? ?? ????????? ???),2,4,4,3,3,5,5,1,5,5,3,1,1,5,5,5,3,4,3,5,5,4,"??????????, 47 ???, 59.57%
??????????, 29 ???, 51.72%
?????, 17 ???, 35,29%"
2021/11/10 9:06:18 PM GMT+3,Vilan,?,24,3000,2100,4500,1-5 ??? (?? ???????? ????? ???? ?????),2,1,1,3,1,2,5,4,1,3,3,1,1,2,3,2,2,2,2,5,4,1,Windranger 156 46.15% Riki 108 45.37% Rubick 97 41.24%
2021/11/10 9:07:42 PM GMT+3,fine?,?,27,4000,2900,8600,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,1,5,1,5,2,2,5,5,3,3,1,5,5,3,3,3,3,3,4,3,"??????, 2000 ???, 53%. ??????? 500 ???, 56%. ????????? 300 ???, 50%"
2021/11/10 9:13:54 PM GMT+3,gavno2,?,22,4000,3500,3000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,3,4,1,3,5,4,3,4,3,2,1,3,5,4,3,5,1,5,4,2,"Windranger, 136 ???, 57%
Lina, 123 ????, 52%
Enchantress, 104 ????, 63%"
2021/11/10 9:23:00 PM GMT+3,-Earth.,?,19,3400,3180,2812,1-5 ??? (?? ???????? ????? ???? ?????),1,1,5,4,1,5,1,5,5,5,2,1,1,5,4,5,2,3,5,2,5,1,"????, 126 ??? 51.6/ ???????, 116 ???, 50.9/ ?????? ???????? 102,  "
2021/11/10 9:23:21 PM GMT+3,dresden,?,22,4600,4200,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,3,2,2,1,5,4,4,2,5,5,2,1,5,4,2,3,2,2,4,4,1,"???????,  233 ????, 50%; ???? 202 54%, ?????? 86 68%"
2021/11/10 9:23:51 PM GMT+3,????,?,27,2000,1800,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,2,5,2,2,3,3,1,4,1,1,1,2,4,3,4,4,3,5,5,3,????? 200-57% ????? 112-57% ?????? 58-50% ???? 55-53% ????? 53-41% ?? 48-64%
2021/11/10 9:25:42 PM GMT+3,?p????,?,19,2300,1700,1200,20-30 ??? (?????? ???? ?? ????????? ???),3,2,2,5,3,1,1,4,2,5,2,1,2,4,4,1,1,3,3,2,1,1,"Tidehunter, 102 ????,  68%
Sand King , 123 ????, 54%
Brewmaster, 93 ????, 59%"
2021/11/10 9:27:08 PM GMT+3,Sufalin,?,21,~5000,3500,7000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,1,5,3,4,5,3,1,5,1,5,5,4,5,3,5,4,5,3,5,5,"WR 152,dark willow 145,weaver 127"
2021/11/10 9:27:52 PM GMT+3,??????,?,15,1050,1030,900-1000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,3,2,4,3,3,2,4,1,5,2,1,1,5,5,2,2,3,2,2,3,2,"Viper, 74 ???? ,50% ; Brewmaster, 72 ????, 62% ; Treant Protector, 43 ????, 65%."
2021/11/10 9:30:04 PM GMT+3,AutreTemps,?,20,1600,1400,2200,1-5 ??? (?? ???????? ????? ???? ?????),2,1,2,4,1,2,3,4,2,4,3,1,1,2,4,3,3,4,3,2,3,2,"????, 158 ???, 61%
?????????, 104 ????, 52%
??????, 99 ???, 58%"
2021/11/10 9:30:41 PM GMT+3,KISSMYPISS,?,27,3000,2800,3000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,2,4,1,1,1,5,3,4,4,1,1,1,3,3,4,4,2,1,1,3,"??????, 658 ???, 59%. ???????, 227 ???, 55%. ????? ?????, 78 ???, 47%"
2021/11/10 9:34:01 PM GMT+3,ONE,?,19,2000,1300,3000,20-30 ??? (?????? ???? ?? ????????? ???),3,2,3,4,3,2,3,4,3,4,2,2,2,4,4,3,3,3,4,4,4,3,"Troll Warlord, 197 ???, 64%. Techies, 83 ????, 43%. Crystal Maiden, 61 ????, 57%"
2021/11/10 9:34:18 PM GMT+3,Ubah,?,16,700,430,466,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,2,1,5,1,4,4,1,4,5,2,1,1,1,4,4,1,4,1,1,5,4,"????, 88 ??? 50%, ????????? 60???, 60%, ???? 50 ??? 42%"
2021/11/10 9:36:26 PM GMT+3,Sas2012,?,20,1900,1300,1250,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,4,1,1,2,3,3,4,3,1,1,1,5,3,3,1,3,3,3,3,Witch Doctor 85 55%;  Lion 57 51%; Crystal Maiden 57 58%;
2021/11/10 9:39:36 PM GMT+3,????,?,20,2?,???,1300,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,3,1,1,5,3,1,4,3,3,1,3,4,3,2,4,1,5,5,3,???????(100 ??? 65%) ???(80 ??? 71%) ?????(60 ??? 55%)
2021/11/10 9:39:46 PM GMT+3,zxslavi,?,16,3750,2350,6000,20-30 ??? (?????? ???? ?? ????????? ???),4,5,4,3,2,4,4,5,5,4,5,1,1,2,4,3,3,1,4,5,3,2,"invoker 369 57,7% techies 51,5% shadow fiend 57%"
2021/11/10 9:42:26 PM GMT+3,Apologize,?,16,5000,4700,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,5,5,3,5,5,5,4,5,5,1,1,5,5,5,1,5,5,4,1,3,"????,80 ??? 60% ???????. ?? 60 ???, 60% ???????, ?????????, 45 ??? 50% ???????"
2021/11/10 9:45:02 PM GMT+3,baby shark,?,17,4800,4300,5?+-,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,1,5,1,1,1,4,1,4,1,2,2,5,5,2,2,3,4,2,2,1,"????????(178, 63%) ????(211, 61,6%) ?????(250,58,4%)"
2021/11/10 9:45:04 PM GMT+3,Jabroni,?,18,4810,4810,4000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,4,5,1,3,2,5,3,4,2,1,1,2,4,3,2,4,1,3,4,2,"Clinkz 109, 68.8%, Puj 104, 52,2%, Mirana 90, 64% "
2021/11/10 9:55:12 PM GMT+3,"? ????, ??? ???",?,19,3900,3600,7000+,?????? 30 ??? (?? ????? ???????? ?????? ????),1,2,1,4,5,2,1,5,1,3,3,1,1,4,5,5,1,4,3,5,2,5,"Lina, 202 ????, 62.96%; Techies, 163 ????, 49.63%; Zeus, 138 ????, 53.62%."
2021/11/10 9:55:20 PM GMT+3,????,?,19,1900,500,4?,?????? 30 ??? (?? ????? ???????? ?????? ????),1,4,4,3,5,1,2,5,1,4,2,2,1,5,5,4,3,4,5,5,5,2,??????? ??????? 100 ??? 60% ????? 80??? 40% ??????? 200 45%
2021/11/10 9:56:01 PM GMT+3,?b|D/\0 v kEd4h,?,18,2000,1000,2000,20-30 ??? (?????? ???? ?? ????????? ???),4,3,4,2,1,1,1,1,2,3,5,1,1,3,3,2,2,1,3,5,1,5,"Axe, 58 ???, 56%. Pudge, 57 ???, 40%. Nyx, 56 ???, 41%."
2021/11/10 9:56:06 PM GMT+3,NikitaBums,?,18,???,6 ?????????????,+-500,1-5 ??? (?? ???????? ????? ???? ?????),1,2,1,3,1,2,1,4,2,5,3,1,1,1,3,2,2,2,2,3,3,3,"?????, ~250 ? ???? ?????, ~58%
????? ????? ? ????, ?? ?? ????? ? ??????? ?????? ?????, ????. "
2021/11/10 9:56:55 PM GMT+3,Apologize,?,16,5000,4700,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,3,5,3,5,5,5,3,5,2,1,1,5,5,5,3,5,5,4,1,3,"???? 80 ??? 60% ??????? ?? 60 ??? 60% ???????,????????? 40 ??? 50% ???????"
2021/11/10 9:57:23 PM GMT+3,???????,?,14,720,680,228,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,3,2,4,1,1,2,1,2,4,3,3,1,3,4,3,2,2,3,3,2,3,"????, 21 ????, 66.7% ?????, 32 ????, 56%"
2021/11/10 10:17:31 PM GMT+3,FoodFetish,?,30,???????,1660,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,3,5,5,3,1,4,1,1,5,2,4,1,5,5,2,2,4,2,3,2,1,"Grimstroke
129 ???
% ?????
52.71%

Shadow Demon
112???
60.71%


Lich
106???
50.94%

Abaddon
94????
52.13%

Shadow Shaman
77 ???
53.25%"
2021/11/10 10:22:52 PM GMT+3,Smileyka,?,23,3500,2700,1600,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,4,3,4,2,3,1,3,1,5,3,2,1,4,5,1,3,2,3,5,1,1,"????, 101 ???, 48,5%
??????, 98 ???, 51%
?????, 88 ???, 62,5%"
2021/11/10 10:23:04 PM GMT+3,P o h y i F o r e v e r,?,ded,5ooo,5ooo,5ooo,11-20 ??? (????? ?????? ???? ?? ????????? ???),5,2,5,4,1,4,5,1,1,4,2,5,5,5,5,5,4,5,5,5,5,1,"Brood, 205, 65% \ naga, 153, 58%"
2021/11/10 10:35:00 PM GMT+3,????????,?,17,3600,3400,2000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,5,2,1,2,2,1,4,2,1,1,5,5,2,1,1,2,1,2,1,"????????? 257, 68%. ???? 164, 62% ??? 233, 64%"
2021/11/10 10:41:49 PM GMT+3,?????,?,13,2600,2200,2000,?????? 30 ??? (?? ????? ???????? ?????? ????),5,4,3,3,2,5,4,4,5,4,3,5,5,4,4,4,3,4,4,4,2,4,"???? 120 ???, 55%, ?? 170 ???, 49%, ????? 40 ???, 67%"
2021/11/10 10:44:26 PM GMT+3,??????,?,15,2500,2400,2000,20-30 ??? (?????? ???? ?? ????????? ???),4,5,5,5,3,1,5,5,5,4,1,5,5,5,5,3,1,5,5,5,5,5,"??? 50 ??? ?? 70, ?????? 60 ??? ?? 60, ????? 50 ??? ?? 70"
2021/11/10 10:46:03 PM GMT+3,Yeenreal,?,21,3300 +\- 100,??? ?????????? (??? ??????? ????),????? 5500 ?????,1-5 ??? (?? ???????? ????? ???? ?????),3,1,1,4,1,2,2,1,1,5,1,2,1,3,3,3,3,3,2,4,2,5,"??????? 256 ??? 50% , ?????? 150 ??? 52% , ???? 110 ??? 60% (??????? ?? ????? , ???????? ???? ?????)"
2021/11/10 10:49:40 PM GMT+3,G0b11n,?,22,3900 (+-50) ,2400 (+-100) ,5699 (+-500 ?? ?????? ????) ,6-10 ??? (???? ???? ? ?????? ?????????-????),3,2,3,4,1,2,2,4,1,4,2,4,2,4,5,4,5,4,5,3,4,2,"????, 349 ????, 57%; ??, 223 ????, 48%; ??????? 169, 69,9%)"
2021/11/10 10:51:10 PM GMT+3,kurokami,?,21,2100,"?????, ????? 1000",239,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,1,3,2,1,1,5,3,3,3,1,1,2,2,3,1,2,5,1,1,3,"???? ??? 15 ??? 77%, ?? 26 ??? 58%, ?????? 17 ???? 80%"
2021/11/10 10:54:55 PM GMT+3,? ????????????? ???????? ???????,?,15,2300,2100,2100 ,?????? 30 ??? (?? ????? ???????? ?????? ????),2,4,5,5,3,1,1,5,2,5,1,2,2,5,5,1,3,4,5,3,5,5,"????? 79 - 60%, ??????? 72 - 57%, ????  51 - 67 %"
2021/11/10 10:59:30 PM GMT+3,xerosima,?,16,1750,1330,5000 ,20-30 ??? (?????? ???? ?? ????????? ???),4,3,2,4,3,2,1,4,3,4,2,3,2,4,4,2,3,4,4,5,5,2,"????, 276 ??? 57.4% ????, 152 ????, 60% ??????, 100 ???, 61%"
2021/11/10 11:01:13 PM GMT+3,Mahago83,?,19,2500,1500,3000,6-10 ??? (???? ???? ? ?????? ?????????-????),3,2,3,5,3,2,5,3,1,5,1,3,2,5,5,3,2,2,4,2,1,3,"?????, 34 ???, 55,88%
??? ??????, 27 ???, 55,56%
??, 19???, 63,16%"
2021/11/10 11:03:55 PM GMT+3,?x: 1000-x=993,?,18,900,820,3000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,1,2,2,3,1,5,2,1,4,4,3,1,1,4,3,5,5,3,4,5,"????, 120 ????, 62%
??????, 75 ???, 45%
?????? ?????????, 72 ????, 68%
"
2021/11/10 11:05:12 PM GMT+3,d5,?,20,3980,3070,6000,20-30 ??? (?????? ???? ?? ????????? ???),2,5,5,3,1,5,3,1,1,4,1,1,1,2,2,1,2,1,4,5,1,2,"???????, 820 ???, 53.4%, ????, 375 ???, 50.9%, ????, 213 ???, 52.6%"
2021/11/10 11:05:57 PM GMT+3,Brix,?,15,1400,1320,1200,20-30 ??? (?????? ???? ?? ????????? ???),3,3,4,3,4,2,1,4,1,4,2,1,1,5,4,2,1,2,2,1,3,3,"??, 44,70%, ????, 33, 60%, ????? ,27,51%"
2021/11/10 11:07:26 PM GMT+3,npocto_CAH9,?,16,450,410,1500(????????),6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,4,4,3,4,1,2,4,5,1,1,1,4,4,2,4,5,5,5,5,3,"??? ??????, 111 ???, 60, 4%; ?????????, 44 ????, 52,3%; ???, 35 ???, 54%  "
2021/11/10 11:07:47 PM GMT+3,?????????? ???,?,19,1830,1810,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,5,2,4,1,4,2,5,1,4,1,4,4,3,3,3,3,3,4,2,"???? ?????? ?? ???, 250, 56%
??????????? ???????, 70, 63%
???? ???????, 65, 57%"
2021/11/10 11:11:47 PM GMT+3,my best friend ,?,19,4200,4100,5500,6-10 ??? (???? ???? ? ?????? ?????????-????),3,4,5,3,5,5,5,4,5,5,4,4,1,5,4,2,2,2,1,4,1,1,"????, 447 ???, 60%, ???? 184 ???, 58%, ?? 127 ???, 54%"
2021/11/10 11:14:45 PM GMT+3,??????,?,17,3300,3200,3300,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,2,5,1,1,2,3,2,5,2,1,1,5,4,1,2,3,1,1,1,4,"(Ember spirit, 546 ???, 55%)(dragon knight, 129, 63%) (Zeus, 113, 58%)"
2021/11/10 11:15:47 PM GMT+3,????,?,16,4100,3900,7000,?????? 30 ??? (?? ????? ???????? ?????? ????),4,5,3,4,5,4,2,5,4,4,3,4,1,1,4,3,3,5,3,1,2,4,"???? 100 ??? 60%, ???? 86 ???, 58%, ?????? 77 ??? 61%"
2021/11/10 11:17:07 PM GMT+3,looklikezxcstooki,?,17,700,200,700,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,1,4,5,1,5,1,3,1,5,1,1,1,5,5,2,2,5,5,2,1,5,??? 44 ??? 54.55% ?? 63 ???? 53.97% ???? 44 ???? 47.73%
2021/11/10 11:19:54 PM GMT+3,Box.Nature,?,30,2750,900,9000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,4,4,2,2,4,2,5,4,3,3,1,3,3,2,2,1,2,2,3,2,"Storm Spirit 346 ??? 51.16%, Windranger 277 ??? 46.93%, Enigma 107 ??? 50.47%"
2021/11/10 11:21:41 PM GMT+3,Okorochokkk,?,22,4400,4220,6000,6-10 ??? (???? ???? ? ?????? ?????????-????),4,2,5,4,1,2,2,4,2,3,4,1,1,5,2,2,2,2,2,2,1,2,"???????, 660 ???, 52.6%; ?????, 194 ????, 54.6%; ???? ??????, 167 ???, 68.3%"
2021/11/10 11:27:36 PM GMT+3,"Gay Inside ????? 0 ??????? ? ?????, ????? ??????)",?,16,1960,1960,"2400, ?? ????? ????? ??? ??? ? ??????? ????? ? ????, ??????? ??? ??????? ?????",20-30 ??? (?????? ???? ?? ????????? ???),3,4,4,3,2,3,3,4,3,4,3,2,1,3,3,2,2,4,3,1,2,1,"?????? 78 ???, 61%, ??????? 75 ???, 53%, ????? 74 ????, 50%, ?????? 72 ???? 57%."
2021/11/10 11:28:22 PM GMT+3,Ayao ,?,13,??????????/?????? 3 (?????????? ????? ??????) ,??????????,370,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,3,4,4,4,2,3,4,2,4,2,2,1,3,4,2,2,3,1,1,2,3,"??, 60  ??? 49%, ????, 10 ??? 60?, ?????? ??????, 20, 65%"
2021/11/10 11:31:59 PM GMT+3,MegaMatt,?,16,400,350,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,3,1,2,3,4,2,5,3,1,1,3,4,1,1,1,4,4,3,4,"Brewmaster, 28 ???, 64%, ??????, 40 ???, 50%, ?????? ??????, 30 ???, 60% "
2021/11/10 11:32:27 PM GMT+3,hope2k,?,15,3580,3580,2280,20-30 ??? (?????? ???? ?? ????????? ???),3,5,3,4,3,4,2,3,3,4,2,1,1,5,5,2,3,3,4,1,1,1,"????????, 198 ???, 58% | ???????????, 167 ???, 63.5% | ?????, 114 ???, 47%"
2021/11/10 11:35:20 PM GMT+3,????,?,18,3700,3300,4500,1-5 ??? (?? ???????? ????? ???? ?????),3,2,4,2,2,4,4,4,3,3,4,2,2,2,4,2,2,4,2,2,2,4,"Chaos Knight, 166 ???, 69%, Legion Commander, 96 ???, 70%, Clinkz, 107 ???, 62%"
2021/11/10 11:40:48 PM GMT+3,DaKIN,?,25,3100,2410,6200,20-30 ??? (?????? ???? ?? ????????? ???),1,3,2,5,2,1,3,5,1,5,4,1,1,5,5,1,2,5,3,5,5,1,"??????? 1200 ???, 55.7%
?? 350 ???, 60% 
????? ?????? 54,3%"
2021/11/10 11:44:02 PM GMT+3,Soshed,?,18,680,370,600,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,4,1,3,3,1,2,4,3,4,3,1,1,3,3,3,2,3,4,3,3,4,"?????. 30 ???, 53.33%. ??????????. 27 ??? 51.85%. ??????. 21 ????. 42.86%"
2021/11/10 11:50:11 PM GMT+3,????,?,15,2500,2000,1400,"?????? 50 ??? (???? ???? ??? ILTW, ?????????? ?????? ???? ???-????)",3,5,5,5,3,5,1,4,3,5,2,1,1,5,5,3,1,5,2,3,1,1,"??????,180,61%|???????,126,56%|??????,70,63%"
